DATE,GOLDAMGBD228NLBM
5/20/2020,1750.05
5/21/2020,1732.8
5/22/2020,1732.45
5/25/2020,.
5/26/2020,1722.75
5/27/2020,1705.15
5/28/2020,1723.3
5/29/2020,1725.65
6/1/2020,1734.8
6/2/2020,1740.25
6/3/2020,1717.6
6/4/2020,1706.45
6/5/2020,1709.55
6/8/2020,1692
6/9/2020,1707.5
6/10/2020,1717.65
6/11/2020,1731.9
6/12/2020,1735.85
6/15/2020,1710.4
6/16/2020,1728.35
6/17/2020,1717.3
6/18/2020,1732.65
6/19/2020,1728.55
6/22/2020,1745.45
6/23/2020,1756.6
6/24/2020,1775.7
6/25/2020,1758.55
6/26/2020,1762.1
6/29/2020,1768.8
6/30/2020,1770.7
7/1/2020,1787.4
7/2/2020,1771.85
7/3/2020,1774.65
7/6/2020,1774.4
7/7/2020,1775.5
7/8/2020,1799.35
7/9/2020,1812.45
7/10/2020,1805.75
7/13/2020,1808.05
7/14/2020,1798.2
7/15/2020,1809.3
7/16/2020,1804.6
7/17/2020,1802.9
7/20/2020,1810.3
7/21/2020,1823.2
7/22/2020,1851
7/23/2020,1882.35
7/24/2020,1893.85
7/27/2020,1940.55
7/28/2020,1931.65
7/29/2020,1954.35
7/30/2020,1952.2
7/31/2020,1974.7
8/3/2020,1972.95
8/4/2020,1972.25
8/5/2020,2034.45
8/6/2020,2049.15
8/7/2020,2061.5
8/10/2020,2030.3
8/11/2020,1996.6
8/12/2020,1931.7
8/13/2020,1931
8/14/2020,1948.3
8/17/2020,1949.85
8/18/2020,2005.15
8/19/2020,1993.15
8/20/2020,1928.05
8/21/2020,1932.85
8/24/2020,1947.55
8/25/2020,1925.45
8/26/2020,1918.5
8/27/2020,1938.8
8/28/2020,1955.85
8/31/2020,.
9/1/2020,1987.95
9/2/2020,1969
9/3/2020,1934.1
9/4/2020,1937.6
9/7/2020,1928.4
9/8/2020,1920.6
9/9/2020,1928.4
9/10/2020,1944.8
9/11/2020,1944.5
9/14/2020,1942.3
9/15/2020,1963.55
9/16/2020,1964.8
9/17/2020,1936.1
9/18/2020,1954.75
9/21/2020,1930.9
9/22/2020,1903.1
9/23/2020,1888.1
9/24/2020,1850.75
9/25/2020,1870.05
9/28/2020,1850.95
9/29/2020,1882.4
9/30/2020,1883.4
10/1/2020,1895.55
10/2/2020,1906.4
10/5/2020,1899.65
10/6/2020,1912.5
10/7/2020,1888
10/8/2020,1891.35
10/9/2020,1912.4
10/12/2020,1919.8
10/13/2020,1920.8
10/14/2020,1896.45
10/15/2020,1891.7
10/16/2020,1908.2
10/19/2020,1910
10/20/2020,1906.35
10/21/2020,1918.95
10/22/2020,1916.85
10/23/2020,1910.6
10/26/2020,1901.6
10/27/2020,1898.9
10/28/2020,1896.85
10/29/2020,1876.85
10/30/2020,1875.8
